time,temp
0,117.351148290639
1,117.351148290639
2,117.351148290639
3,117.351148290639
4,117.351148290639
5,117.351148290639
6,117.351148290639
7,117.351148290639
8,117.351148290639
9,117.351148290639
10,117.351148290639
11,117.351148290639
12,117.351148290639
13,117.351148290639
14,117.351148290639
15,117.351148290639
16,117.351148290639
17,117.351148290639
18,117.351148290639
19,117.351148290639
20,117.351148290639
21,117.351148290639
22,117.351148290639
23,117.351148290639
24,117.351148290639
25,117.351148290639
26,117.351148290639
27,117.351148290639
28,117.351148290639
29,117.351148290639
30,117.351148290639
31,117.351148290639
32,117.351148290639
33,117.351148290639
34,117.351148290639
35,117.351148290639
36,117.351148290639
37,117.351148290639
38,117.351148290639
39,117.351148290639
40,117.351148290639
41,117.351148290639
42,117.585945426327
43,117.820390630326
44,118.054484430138
45,118.288227352475
46,118.521619923257
47,118.754662667618
48,118.987356109905
49,119.219700773678
50,119.451697181712
51,119.683345855999
52,119.91464731775
53,120.145602087392
54,120.376210684574
55,120.606473628165
56,120.836391436257
57,121.065964626165
58,121.29519371443
59,121.524079216815
60,121.752621648315
61,121.980821523148
62,122.208679354767
63,122.436195655849
64,122.663370938308
65,122.890205713288
66,123.116700491167
67,123.342855781558
68,123.568672093312
69,123.794149934514
70,124.01928981249
71,124.244092233805
72,124.468557704264
73,124.692686728915
74,124.916479812048
75,125.139937457198
76,125.363060167144
77,125.585848443913
78,125.808302788778
79,126.030423702262
80,126.252211684137
81,126.473667233426
82,126.694790848404
83,126.915583026599
84,127.136044264794
85,127.356175059027
86,127.575975904591
87,127.79544729604
88,128.014589727183
89,128.233403691092
90,128.451889680098
91,128.670048185793
92,128.887879699036
93,129.105384709947
94,129.322563707913
95,129.539417181586
96,129.755945618886
97,129.972149507004
98,130.188029332397
99,130.403585580795
100,130.6188187372
101,130.833729285887
102,131.048317710405
103,131.262584493577
104,131.476530117504
105,131.690155063563
106,131.903459812412
107,132.116444843985
108,132.329110637499
109,132.541457671452
110,132.753486423625
111,132.965197371083
112,133.176590990176
113,133.387667756539
114,133.598428145095
115,133.808872630056
116,134.01900168492
117,134.228815782479
118,134.438315394815
119,134.647500993302
120,134.856373048607
121,135.064932030693
122,135.273178408817
123,135.481112651534
124,135.688735226696
125,135.896046601454
126,136.103047242259
127,136.309737614861
128,136.516118184316
129,136.722189414978
130,136.927951770508
131,137.133405713872
132,137.338551707342
133,137.543390212494
134,137.747921690218
135,137.952146600707
136,138.15606540347
137,138.359678557321
138,138.562986520393
139,138.765989750127
140,138.968688703281
141,139.171083835927
142,139.373175603456
143,139.574964460572
144,139.776450861302
145,139.97763525899
146,140.1785181063
147,140.37909985522
148,140.579380957058
149,140.779361862447
150,140.979043021344
151,141.178424883032
152,141.377507896119
153,141.576292508544
154,141.77477916757
155,141.972968319794
156,142.170860411141
157,142.368455886869
158,142.565755191566
159,142.762758769158
160,142.959467062901
161,143.155880515389
162,143.351999568554
163,143.547824663663
164,143.743356241322
165,143.938594741478
166,144.133540603417
167,144.328194265767
168,144.5225561665
169,144.71662674293
170,144.910406431715
171,145.10389566886
172,145.297094889717
173,145.490004528982
174,145.682625020703
175,145.874956798277
176,146.067000294449
177,146.258755941318
178,146.450224170334
179,146.641405412301
180,146.832300097376
181,147.022908655072
182,147.21323151426
183,147.403269103165
184,147.593021849372
185,147.782490179824
186,147.971674520827
187,148.160575298044
188,148.349192936502
189,148.537527860592
190,148.725580494066
191,148.913351260043
192,149.100840581008
193,149.288048878812
194,149.474976574673
195,149.661624089178
196,149.847991842286
197,150.034080253322
198,150.219889740987
199,150.405420723352
200,150.590673617861
201,150.775648841334
202,150.960346809965
203,151.144767939324
204,151.328912644359
205,151.512781339396
206,151.696374438139
207,151.879692353673
208,152.062735498463
209,152.245504284357
210,152.427999122584
211,152.610220423758
212,152.792168597876
213,152.973844054323
214,153.155247201868
215,153.336378448668
216,153.517238202268
217,153.697826869604
218,153.878144856999
219,154.05819257017
220,154.237970414223
221,154.41747879366
222,154.596718112373
223,154.775688773651
224,154.954391180179
225,155.132825734037
226,155.310992836703
227,155.488892889052
228,155.666526291361
229,155.843893443303
230,156.020994743956
231,156.197830591798
232,156.374401384708
233,156.550707519972
234,156.726749394279
235,156.902527403722
236,157.078041943802
237,157.253293409428
238,157.428282194914
239,157.603008693986
240,157.777473299779
241,157.951676404837
242,158.125618401119
243,158.299299679993
244,158.472720632242
245,158.645881648064
246,158.818783117071
247,158.991425428292
248,159.163808970171
249,159.335934130572
250,159.507801296776
251,159.679410855485
252,159.850763192821
253,160.021858694325
254,160.192697744963
255,160.363280729123
256,160.533608030617
257,160.703680032681
258,160.873497117977
259,161.043059668594
260,161.212368066048
261,161.381422691282
262,161.55022392467
263,161.718772146014
264,161.887067734548
265,162.055111068938
266,162.22290252728
267,162.390442487105
268,162.557731325379
269,162.724769418502
270,162.891557142308
271,163.058094872072
272,163.224382982502
273,163.390421847747
274,163.556211841394
275,163.721753336472
276,163.887046705448
277,164.052092320233
278,164.216890552179
279,164.381441772082
280,164.545746350183
281,164.709804656168
282,164.873617059166
283,165.037183927757
284,165.200505629966
285,165.363582533267
286,165.526415004582
287,165.689003410286
288,165.851348116201
289,166.013449487605
290,166.175307889223
291,166.33692368524
292,166.498297239289
293,166.659428914461
294,166.820319073303
295,166.980968077818
296,167.141376289466
297,167.301544069166
298,167.461471777295
299,167.62115977369
300,167.78060841765
301,167.939818067934
302,168.098789082764
303,168.257521819824
304,168.416016636265
305,168.574273888698
306,168.732293933203
307,168.890077125324
308,169.047623820075
309,169.204934371935
310,169.362009134854
311,169.518848462249
312,169.675452707008
313,169.831822221493
314,169.987957357533
315,170.143858466434
316,170.299525898972
317,170.4549600054
318,170.610161135444
319,170.765129638307
320,170.919865862668
321,171.074370156684
322,171.22864286799
323,171.382684343698
324,171.536494930403
325,171.690074974178
326,171.843424820579
327,171.996544814643
328,172.149435300889
329,172.302096623322
330,172.454529125429
331,172.606733150184
332,172.758709040046
333,172.910457136961
334,173.061977782361
335,173.213271317169
336,173.364338081795
337,173.515178416139
338,173.665792659592
339,173.816181151036
340,173.966344228845
341,174.116282230887
342,174.265995494522
343,174.415484356604
344,174.564749153485
345,174.713790221009
346,174.862607894519
347,175.011202508855
348,175.159574398355
349,175.307723896855
350,175.455651337693
351,175.603357053704
352,175.750841377228
353,175.898104640103
354,176.045147173672
355,176.191969308781
356,176.33857137578
357,176.484953704523
358,176.631116624371
359,176.77706046419
360,176.922785552354
361,177.068292216745
362,177.213580784752
363,177.358651583275
364,177.503504938724
365,177.648141177018
366,177.792560623588
367,177.93676360338
368,178.08075044085
369,178.224521459967
370,178.368076984217
371,178.5114173366
372,178.654542839632
373,178.797453815345
374,178.940150585289
375,179.082633470531
376,179.224902791659
377,179.366958868778
378,179.508802021515
379,179.650432569016
380,179.791850829951
381,179.933057122511
382,180.074051764409
383,180.214835072884
384,180.355407364699
385,180.49576895614
386,180.635920163023
387,180.775861300686
388,180.915592683998
389,181.055114627354
390,181.194427444679
391,181.333531449426
392,181.47242695458
393,181.611114272656
394,181.7495937157
395,181.88786559529
396,182.02593022254
397,182.163787908094
398,182.301438962131
399,182.438883694368
400,182.576122414055
401,182.713155429978
402,182.849983050462
403,182.98660558337
404,183.123023336102
405,183.259236615599
406,183.395245728339
407,183.531050980344
408,183.666652677175
409,183.802051123937
410,183.937246625276
411,184.072239485382
412,184.207030007989
413,184.341618496375
414,184.476005253366
415,184.61019058133
416,184.744174782185
417,184.877958157396
418,185.011541007975
419,185.144923634484
420,185.278106337034
421,185.411089415285
422,185.54387316845
423,185.676457895293
424,185.808843894129
425,185.941031462826
426,186.073020898806
427,186.204812499047
428,186.336406560079
429,186.467803377988
430,186.599003248419
431,186.730006466569
432,186.860813327198
433,186.991424124619
434,187.121839152708
435,187.252058704899
436,187.382083074185
437,187.511912553122
438,187.641547433825
439,187.770988007974
440,187.900234566809
441,188.029287401135
442,188.158146801322
443,188.286813057303
444,188.415286458578
445,188.543567294211
446,188.671655852834
447,188.799552422646
448,188.927257291416
449,189.054770746479
450,189.18209307474
451,189.309224562675
452,189.436165496329
453,189.56291616132
454,189.689476842837
455,189.815847825641
456,189.942029394067
457,190.068021832024
458,190.193825422995
459,190.319440450037
460,190.444867195785
461,190.570105942449
462,190.695156971817
463,190.820020565252
464,190.944697003698
465,191.069186567678
466,191.193489537292
467,191.317606192223
468,191.441536811733
469,191.565281674666
470,191.688841059449
471,191.812215244088
472,191.935404506178
473,192.058409122892
474,192.181229370993
475,192.303865526825
476,192.426317866321
477,192.548586664997
478,192.670672197959
479,192.792574739899
480,192.914294565097
481,193.035831947425
482,193.15718716034
483,193.278360476892
484,193.399352169721
485,193.520162511058
486,193.640791772728
487,193.761240226144
488,193.881508142318
489,194.001595791851
490,194.12150344494
491,194.241231371379
492,194.360779840555
493,194.480149121452
494,194.59933948265
495,194.71835119233
496,194.837184518265
497,194.955839727833
498,195.074317088007
499,195.19261686536
500,195.310739326069
501,195.428684735908
502,195.546453360254
503,195.664045464087
504,195.781461311989
505,195.898701168147
506,196.015765296349
507,196.13265395999
508,196.24936742207
509,196.365905945193
510,196.482269791573
511,196.598459223026
512,196.71447450098
513,196.830315886469
514,196.945983640137
515,197.061478022235
516,197.176799292626
517,197.291947710783
518,197.40692353579
519,197.521727026343
520,197.636358440749
521,197.75081803693
522,197.865106072419
523,197.979222804364
524,198.093168489529
525,198.206943384291
526,198.320547744643
527,198.433981826196
528,198.547245884176
529,198.660340173428
530,198.773264948413
531,198.886020463213
532,198.998606971527
533,199.111024726675
534,199.223273981597
535,199.335354988854
536,199.447268000628
537,199.559013268724
538,199.670591044568
539,199.782001579211
540,199.893245123326
541,200.004321927211
542,200.115232240789
543,200.225976313609
544,200.336554394844
545,200.446966733296
546,200.557213577392
547,200.667295175187
548,200.777211774365
549,200.886963622239
550,200.996550965751
551,201.105974051471
552,201.215233125602
553,201.324328433977
554,201.43326022206
555,201.542028734948
556,201.650634217371
557,201.759076913689
558,201.867357067901
559,201.975474923635
560,202.083430724157
561,202.191224712369
562,202.298857130805
563,202.40632822164
564,202.513638226683
565,202.620787387382
566,202.727775944823
567,202.834604139729
568,202.941272212464
569,203.047780403033
570,203.154128951077
571,203.260318095881
572,203.366348076371
573,203.472219131115
574,203.577931498322
575,203.683485415845
576,203.78888112118
577,203.894118851469
578,203.999198843495
579,204.104121333689
580,204.208886558127
581,204.31349475253
582,204.417946152266
583,204.522240992353
584,204.626379507452
585,204.730361931876
586,204.834188499585
587,204.937859444188
588,205.041374998947
589,205.14473539677
590,205.247940870219
591,205.350991651505
592,205.453887972494
593,205.556630064702
594,205.659218159299
595,205.761652487108
596,205.863933278606
597,205.966060763925
598,206.068035172852
599,206.16985673483
600,206.271525678957
601,206.373042233988
602,206.474406628335
603,206.575619090069
604,206.676679846917
605,206.777589126267
606,206.878347155164
607,206.978954160313
608,207.079410368082
609,207.179716004495
610,207.279871295241
611,207.379876465669
612,207.479731740791
613,207.579437345282
614,207.678993503479
615,207.778400439383
616,207.87765837666
617,207.97676753864
618,208.07572814832
619,208.17454042836
620,208.273204601089
621,208.3717208885
622,208.470089512255
623,208.568310693684
624,208.666384653785
625,208.764311613223
626,208.862091792335
627,208.959725411126
628,209.057212689272
629,209.154553846119
630,209.251749100685
631,209.348798671659
632,209.445702777402
633,209.54246163595
634,209.639075465009
635,209.735544481961
636,209.831868903861
637,209.928048947439
638,210.0240848291
639,210.119976764924
640,210.21572497067
641,210.31132966177
642,210.406791053334
643,210.502109360152
644,210.597284796689
645,210.69231757709
646,210.787207915179
647,210.881956024459
648,210.976562118113
649,211.071026409006
650,211.165349109681
651,211.259530432366
652,211.353570588967
653,211.447469791076
654,211.541228249966
655,211.634846176592
656,211.728323781597
657,211.821661275303
658,211.914858867722
659,212.007916768546
660,212.100835187157
661,212.193614332621
662,212.286254413691
663,212.378755638808
664,212.471118216099
665,212.56334235338
666,212.655428258155
667,212.747376137618
668,212.839186198651
669,212.930858647828
670,213.022393691411
671,213.113791535353
672,213.205052385301
673,213.296176446592
674,213.387163924253
675,213.478015023008
676,213.568729947272
677,213.659308901152
678,213.749752088452
679,213.840059712668
680,213.930231976994
681,214.020269084316
682,214.110171237218
683,214.19993863798
684,214.289571488579
685,214.379069990688
686,214.46843434568
687,214.557664754624
688,214.646761418289
689,214.735724537142
690,214.82455431135
691,214.91325094078
692,215.001814625
693,215.090245563278
694,215.178543954584
695,215.266709997589
696,215.354743890666
697,215.442645831893
698,215.530416019047
699,215.618054649614
700,215.705561920778
701,215.792938029433
702,215.880183172173
703,215.967297545301
704,216.054281344824
705,216.141134766455
706,216.227858005616
707,216.314451257432
708,216.40091471674
709,216.487248578081
710,216.573453035707
711,216.659528283579
712,216.745474515365
713,216.831291924444
714,216.916980703906
715,217.002541046551
716,217.087973144889
717,217.173277191142
718,217.258453377245
719,217.343501894845
720,217.428422935299
721,217.513216689682
722,217.597883348778
723,217.682423103088
724,217.766836142826
725,217.851122657922
726,217.93528283802
727,218.01931687248
728,218.10322495038
729,218.187007260513
730,218.270663991388
731,218.354195331234
732,218.437601467996
733,218.520882589338
734,218.604038882642
735,218.687070535011
736,218.769977733264
737,218.852760663945
738,218.935419513313
739,219.017954467352
740,219.100365711766
741,219.182653431979
742,219.26481781314
743,219.346859040117
744,219.428777297504
745,219.510572769617
746,219.592245640496
747,219.673796093904
748,219.755224313331
749,219.83653048199
750,219.917714782819
751,219.998777398484
752,220.079718511375
753,220.16053830361
754,220.241236957033
755,220.321814653217
756,220.402271573462
757,220.482607898795
758,220.562823809972
759,220.642919487481
760,220.722895111537
761,220.802750862084
762,220.882486918797
763,220.962103461084
764,221.041600668082
765,221.120978718658
766,221.200237791415
767,221.279378064684
768,221.358399716531
769,221.437302924756
770,221.51608786689
771,221.5947547202
772,221.673303661685
773,221.751734868082
774,221.83004851586
775,221.908244781226
776,221.98632384012
777,222.064285868221
778,222.142131040943
779,222.219859533438
780,222.297471520595
781,222.374967177042
782,222.452346677142
783,222.529610195001
784,222.606757904462
785,222.683789979105
786,222.760706592255
787,222.837507916973
788,222.914194126062
789,222.990765392066
790,223.067221887271
791,223.143563783704
792,223.219791253134
793,223.295904467072
794,223.371903596774
795,223.447788813238
796,223.523560287206
797,223.599218189163
798,223.674762689339
799,223.750193957711
800,223.825512163997
801,223.900717477665
802,223.975810067926
803,224.050790103739
804,224.125657753808
805,224.200413186586
806,224.275056570272
807,224.349588072815
808,224.424007861911
809,224.498316105003
810,224.572512969285
811,224.646598621701
812,224.720573228943
813,224.794436957453
814,224.868189973426
815,224.941832442806
816,225.015364531289
817,225.08878640432
818,225.162098227101
819,225.235300164582
820,225.308392381467
821,225.381375042215
822,225.454248311037
823,225.527012351896
824,225.599667328513
825,225.672213404361
826,225.744650742669
827,225.81697950642
828,225.889199858355
829,225.96131196097
830,226.033315976516
831,226.105212067003
832,226.177000394197
833,226.248681119621
834,226.320254404558
835,226.391720410047
836,226.463079296887
837,226.534331225635
838,226.605476356609
839,226.676514849884
840,226.747446865298
841,226.818272562448
842,226.88899210069
843,226.959605639146
844,227.030113336693
845,227.100515351977
846,227.170811843399
847,227.241002969129
848,227.311088887096
849,227.381069754993
850,227.450945730277
851,227.52071697017
852,227.590383631656
853,227.659945871486
854,227.729403846174
855,227.798757712002
856,227.868007625014
857,227.937153741025
858,228.006196215612
859,228.075135204121
860,228.143970861665
861,228.212703343124
862,228.281332803147
863,228.349859396148
864,228.418283276314
865,228.486604597599
866,228.554823513724
867,228.622940178183
868,228.690954744239
869,228.758867364923
870,228.82667819304
871,228.894387381164
872,228.961995081641
873,229.029501446587
874,229.096906627893
875,229.164210777219
876,229.231414046001
877,229.298516585446
878,229.365518546534
879,229.43242008002
880,229.499221336433
881,229.565922466074
882,229.632523619023
883,229.699024945131
884,229.765426594026
885,229.831728715113
886,229.89793145757
887,229.964034970355
888,230.030039402199
889,230.095944901614
890,230.161751616887
891,230.227459696082
892,230.293069287043
893,230.358580537391
894,230.423993594527
895,230.48930860563
896,230.55452571766
897,230.619645077353
898,230.684666831231
899,230.74959112559
900,230.81441810651
901,230.879147919854
902,230.943780711262
903,231.008316626158
904,231.072755809749
905,231.137098407022
906,231.201344562749
907,231.265494421482
908,231.329548127561
909,231.393505825104
910,231.457367658018
911,231.52113376999
912,231.584804304496
913,231.648379404794
914,231.711859213928
915,231.775243874726
916,231.838533529806
917,231.901728321569
